ACO_ID,performance_year,SavingsLossPct,ExpenditureVariancePct,PMPM,FinancialGap,GenSaveLossYoYPct,quality_score,quality_change_yoy_pct,quality_gap_to_100,attention_area_count,utilization_score,ed_visits_per_beneficiary,admissions_per_beneficiary,em_visit_intensity,ed_utilization_change_yoy,admission_change_yoy,em_utilization_change_yoy,advanced_imaging_change_yoy
A1001,2021,0.9083325556588724,-0.857246800722969,-0.04541721039562687,-4.334807647630784,-0.016461806161481584,1.8965630647846896,0.447457909951575,-1.8965630647846878,-1.570822682586223,-1.6338085239199065,-0.9304564568968261,-0.9089497545810631,-0.8604949240786147,-0.2081663399797121,-0.3451445827655393,-0.4028662981429448,-0.08813166506488501
A1006,2021,-1.0280472809930006,1.0593326245946064,0.14975472354845334,0.7990446508945044,-0.016461806161481584,0.9989041107756667,-0.15084561689630915,-0.9989041107756644,-1.570822682586223,-1.0609700150791186,-0.7645167189493124,-0.7059773266484426,-0.6720328858528646,-0.08828766049841358,-0.20568557851097022,-0.16597465150639584,-0.09106179338826025
A1023,2021,-1.0280472809930006,1.425017101730514,-0.9000374192927132,0.7920346575544062,-0.016461806161481584,-0.34446311386092504,-1.3431220573900031,0.3444631138609264,-1.570822682586223,0.5890857509382705,0.16055007724434137,0.12030917137312255,0.05627883316964285,0.32681010043768005,0.08436772969151321,0.16553743022909959,0.2932990349330942
A1026,2021,-0.4147181728595649,0.37103742631283565,-0.3133820607027875,0.013159107131088747,-0.016461806161481584,1.0388555524005458,-0.04146374026269777,-1.0388555524005445,-1.570822682586223,-1.2019854191962065,-0.7923919256978714,-0.7300162342756277,-0.7283295337558199,-0.04342218744173022,-0.1709379712089056,-0.16228418933431582,0.09377281249567122
A1027,2021,-0.00230827170588659,-0.011832682702337553,0.5556739092915118,0.19684634442858218,-0.016461806161481584,0.9439708785414569,-0.20349632725892325,-0.9439708785414546,-1.570822682586223,0.8468338236087152,0.15517235572794263,0.4355577324047783,0.2920075986761957,0.2246405533839673,0.1952137136173379,0.379947298546683,0.43302029972454437
A1032,2021,0.747275088688463,-0.7077254391742557,1.0180705178189113,0.20196398828838633,-0.016461806161481584,0.5007595730154426,-0.5251580642117019,-0.5007595730154417,-1.570822682586223,1.3433133688093384,0.5795687555395181,1.0195685414212412,0.9621601264670016,0.11299194822647504,-0.03611634219768216,0.1590662094772024,0.501783399441763
A1033,2021,0.608218815684576,-0.5786293863023275,-0.42755466939560266,-4.693476858861544,-0.016461806161481584,0.5931472817729788,-0.4357498877047656,-0.5931472817729768,-1.570822682586223,-1.6440482316877447,-0.9258414834004776,-0.8935543974848493,-0.9258628219101167,0.2824579386142104,0.2241589969549008,0.28735252261235905,0.40727507494104087
A1037,2021,1.611960760553109,-1.5104760436688602,-0.15496475196738368,-0.21231905672373522,-0.016461806161481584,1.8965630647846896,0.5585196177717485,-1.8965630647846878,-1.570822682586223,0.691775391695736,0.11544545301567326,0.33999206649837077,0.36614173044101794,0.09712985038734669,0.0065677380562533215,-0.11677391701000815,0.25922040579605365
A1041,2021,1.4701283408705785,-1.3788026919044443,-0.15614012754843448,-0.7343594721473544,-0.016461806161481584,1.2011582840016224,0.15147490725870033,-1.201158284001621,-1.570822682586223,-0.1247681620196089,-0.39897546242529935,-0.21905924104804797,-0.25573538802085793,0.012421965679296501,-0.08487690450803638,-0.08567257948892881,0.07845304515733759
A1051,2021,1.3453721490420332,-1.2629824445435207,-0.8116009743242752,-0.07235853028444386,-0.016461806161481584,1.8965630647846896,0.5204755033019776,-1.8965630647846878,-1.570822682586223,0.1522890738701924,-0.27678926402612375,-0.17102606935849787,0.043697677872214194,-0.08089723036632539,-0.22152141978577078,-0.21420462173384502,0.0979913984699211
A1052,2021,-0.08394616938171374,0.06395771586829753,-0.8225453868986592,0.5002449881627035,-0.016461806161481584,1.2461036558296124,-0.02188785030265511,-1.246103655829611,-1.570822682586223,1.3269298363807973,0.7816548617516019,0.8395865287295762,0.6544914529890075,0.0063164324365725085,0.10889246328246686,-0.11169024402427045,-0.07387923266957769
A1059,2021,0.7790891946509074,-0.7372607878261359,-0.5205423807062388,-0.08505572296943842,-0.016461806161481584,-0.3619418695718101,-1.3600371178102415,0.36194186957181146,-1.570822682586223,-0.6739090614548257,-0.6530768593395123,-0.5563172021199989,-0.4898528959681992,-0.7679577165120001,-0.8182696155226141,-0.9493876671918321,-0.7040886137732926
A1061,2021,-0.2553858949668054,0.22311768327130124,-0.7307904819588296,-0.017104190423473938,-0.016461806161481584,0.1998752782780653,-1.0150993328608564,-0.19987527827806398,-1.570822682586223,-1.2546467734308036,-0.7716538520356125,-0.7281954766995831,-0.7667409359774201,-0.361928265966504,-0.47382309742729456,-0.3133294994151973,-0.2939364935448316
A1063,2021,0.7410304169421292,-0.7019280561686719,-1.0881907453366577,-0.139212107906431,-0.016461806161481584,0.7666863563310515,-0.26780750210390175,-0.7666863563310493,-1.570822682586223,-0.072691933943173,-0.20792481995414633,-0.11133645732172742,-0.3613624846002356,0.20037303612793167,0.502017950880131,0.5158239669351473,0.5055632543764929
A1066,2021,0.2238905965232937,-0.22182954527946344,-0.30138095965695044,-0.3235168930583351,-0.016461806161481584,1.7317633680820603,0.43916139398748577,-1.731763368082059,-1.570822682586223,-0.9015231369799188,-0.5307364062822745,-0.642594928602346,-0.7398454696692044,-0.3368542361682471,-0.38823748589719875,-0.1953385154338695,-0.13035863503969433
A1070,2021,6.597945440364838,-6.139328291316877,0.7929656831555137,-3.24325034817177,-0.016461806161481584,-0.042330336572769585,-1.0507331558403064,0.04233033657277114,-1.570822682586223,1.1303274472383003,0.5800655196009511,0.8802106339883368,0.4486710273751509,-0.10250411909509828,0.15794101422633777,0.2766233182751772,-0.42935733143089627
A1080,2021,-1.0280472809930006,0.3781270581923321,-0.5538149511197964,0.5307994164065422,-0.016461806161481584,0.002615035255220375,-1.007237286188285,-0.0026150352552188226,-1.570822682586223,1.1047281778187017,1.3389175860176983,0.5381991356276384,0.09960066365689413,0.26868757315799136,0.2097481629797138,0.20439430378129142,0.42619006300244033
A1083,2021,-0.7849671987760394,0.7147665281575039,0.24077917218390854,0.5981848461558547,-0.016461806161481584,1.221134004814062,0.17198406882210032,-1.2211340048140598,-1.570822682586223,0.9231927872488823,0.6133138464160034,0.43129088433841173,0.19389388666213064,-0.5074282754317703,-0.5901936222556438,-0.25715007683132496,0.021041046438350777
A1095,2021,0.15300467812935117,-0.15602108452707122,-0.6364837442106941,-0.14423763403865114,-0.016461806161481584,0.3534386320236984,-0.6677278591822176,-0.35343863202369663,-1.570822682586223,-0.85354279201062,-0.5976000963736166,-0.49633299859588703,-0.65045452348667,-0.3193192735155336,-0.34595754765270337,-0.22013762388777908,-0.15571719164354303
A1131,2021,-1.0280472809930006,0.920871168307159,-0.230957238430811,0.6572839617562718,-0.016461806161481584,1.6381271767737478,0.4990756109222966,-1.6381271767737464,-1.570822682586223,-0.1200871527543107,-0.35360839664734217,-0.2604515286608088,-0.1439925697398941,0.008297221033662547,-0.06554155393942518,-0.11497043267154085,-0.050282464626661784
A1161,2021,-0.32746805442418214,0.2900367949907139,0.9183137590649548,-0.1437602653349118,-0.016461806161481584,1.2486006209311669,0.01586943636685485,-1.2486006209311646,-1.570822682586223,-0.7163307079215849,-0.6857653685579873,-0.5685295342168238,-0.5200622568290922,0.24411491251288078,0.09926554824635031,-0.010020212917304944,0.2011815901834975
A1175,2021,0.4971940491272806,-0.4755570198138812,-0.10908470712680356,-1.3746611648627258,-0.016461806161481584,1.2236309699156165,0.13676385636713526,-1.2236309699156147,-1.570822682586223,-1.167170412785557,-0.7271427945081396,-0.6855578036818124,-0.7230216751491303,0.5214215677313768,0.34386410141952495,0.33474739889426597,0.5695103962899328
A1196,2021,0.45469036364365956,-0.4360977569563763,-0.2643219294966151,0.0994277733361294,-0.016461806161481584,0.8965285416119106,-0.21396890946394126,-0.8965285416119082,-1.570822682586223,0.11162280587791949,-0.17052811941814425,-0.06027628653961687,-0.1530038656999051,-0.006640830066598716,-0.12766058169556482,-0.07486949439298843,0.046074414804725475
A1199,2021,0.2215589774695931,-0.21966508423066344,-0.3506366845521498,0.13438562230903656,-0.016461806161481584,0.41835972466412796,-0.6059999608573565,-0.41835972466412663,-1.570822682586223,0.015662115939318245,-0.3784712751506825,-0.20707291929958505,-0.22643030662917218,0.14028696429905066,0.011927643935103873,0.026910583694574407,0.24651585234558215
A1204,2021,-0.15433251651379185,0.12930248165653813,-0.5594615569200266,-0.2086000278972793,-0.016461806161481584,0.14993597624696633,-1.0625079955127943,-0.1499359762469639,-1.570822682586223,-1.102806535387717,-0.7031179906798359,-0.6661303440939449,-0.785390517936032,-0.09252349190512776,-0.09163142524661168,-0.029449654878214687,0.039375170684658185
A1215,2021,0.35009256773468606,-0.33899201480424385,-0.4866069521960238,-1.967130140573064,-0.016461806161481584,1.1662007725798522,-0.1851914734104957,-1.1662007725798509,-1.570822682586223,-1.4313548731957872,-0.823452976941787,-0.7947665708254902,-0.8761769683295236,0.16563269554708404,0.1506780892694425,0.12711223391318763,0.16989487656437668
A1216,2021,1.0788700594078182,-1.0155691699698794,-0.8470866386628249,-0.378645002629932,-0.016461806161481584,1.8965630647846896,0.7401782170955261,-1.8965630647846878,-1.570822682586223,-0.2769009631417792,-0.3680704503758256,-0.36267369195765586,-0.35314813504174064,0.0945594222741047,-0.10198088347645351,0.042461980827101356,0.21043048520979937
A1225,2021,1.9843126751814455,-1.8561574100641736,-0.8440979644527107,-0.46970075230351394,-0.016461806161481584,1.8965630647846896,0.670493734036064,-1.8965630647846878,-1.570822682586223,0.18827433259716733,-0.21037379466685555,-0.13882341808620907,-0.11129879724127183,-0.13319114265379467,-0.11974884488813158,-0.15791284894010002,-0.0386918780523965
A1241,2021,-1.0280472809930006,0.6969079854192226,-0.7765146986065637,0.5392610580744298,-0.016461806161481584,0.8078862805067089,-0.22907466763214188,-0.8078862805067069,-1.570822682586223,-0.16660468232820366,-0.27330083261155763,-0.22070705679083644,-0.39989254297923593,0.16303148724710792,0.13565274549016207,0.308567533104391,0.32971381435749664
